JammuandKashmir,Assassination
MadhyaPradesh,Bombing/Explosion
Assam,Assassination
Punjab,Assassination
JammuandKashmir,Assassination
UttarPradesh,ArmedAssault
Punjab,Assassination
WestBengal,Assassination
Punjab,Bombing/Explosion
JammuandKashmir,ArmedAssault
Manipur,Bombing/Explosion
Haryana,Bombing/Explosion
HimachalPradesh,ArmedAssault
Orissa,ArmedAssault
Unknown,ArmedAssault
Rajasthan,Assassination
Uttaranchal,Assassination
Unknown,Assassination
Unknown,ArmedAssault
Punjab,ArmedAssault
Punjab,Assassination
Punjab,Assassination
Unknown,Assassination
Maharashtra,Assassination
Punjab,Assassination
Haryana,Assassination
Punjab,Assassination
Punjab,Bombing/Explosion
Punjab,Bombing/Explosion
Punjab,ArmedAssault
Unknown,Assassination
MadhyaPradesh,ArmedAssault
Punjab,Assassination
Unknown,Bombing/Explosion
Punjab,Bombing/Explosion
Punjab,ArmedAssault
Punjab,Assassination
Punjab,ArmedAssault
JammuandKashmir,Bombing/Explosion
Punjab,Bombing/Explosion
MadhyaPradesh,Assassination
UttarPradesh,Bombing/Explosion
Unknown,Assassination
Punjab,ArmedAssault
Chandigarh,Bombing/Explosion
Punjab,ArmedAssault
Gujarat,Assassination
Delhi,Bombing/Explosion
Delhi,Bombing/Explosion
Delhi,Bombing/Explosion
Delhi,Bombing/Explosion
Punjab,ArmedAssault
Delhi,Bombing/Explosion
Punjab,ArmedAssault
Punjab,ArmedAssault
Chandigarh,Assassination
Punjab,ArmedAssault
Delhi,Assassination
UttarPradesh,Assassination
Punjab,Assassination
Punjab,ArmedAssault
Punjab,Assassination
Punjab,ArmedAssault
Punjab,Assassination
Punjab,ArmedAssault
JammuandKashmir,Bombing/Explosion
JammuandKashmir,Bombing/Explosion
JammuandKashmir,ArmedAssault
JammuandKashmir,ArmedAssault
JammuandKashmir,ArmedAssault
Punjab,Bombing/Explosion
JammuandKashmir,Bombing/Explosion
Punjab,Bombing/Explosion
Punjab,ArmedAssault
Punjab,ArmedAssault
Punjab,Bombing/Explosion
Punjab,ArmedAssault
Chandigarh,Assassination
Punjab,ArmedAssault
Punjab,ArmedAssault
Punjab,ArmedAssault
Rajasthan,Assassination
Haryana,ArmedAssault
Assam,Bombing/Explosion
Punjab,Assassination
Punjab,Bombing/Explosion
Punjab,Assassination
Punjab,Assassination
Unknown,Assassination
Punjab,ArmedAssault
Punjab,ArmedAssault
Punjab,ArmedAssault
Punjab,HostageTaking(Kidnapping)
Punjab,HostageTaking(Kidnapping)
Bihar,Assassination
Punjab,Bombing/Explosion
Punjab,Bombing/Explosion
Punjab,Assassination
Punjab,Assassination
Bihar,Assassination
Punjab,Assassination
Bihar,ArmedAssault
Rajasthan,Assassination
Uttaranchal,Bombing/Explosion
Unknown,Bombing/Explosion
Punjab,Bombing/Explosion
Punjab,Bombing/Explosion
Punjab,ArmedAssault
Punjab,ArmedAssault
Punjab,Assassination
Rajasthan,Assassination
Unknown,Assassination
Punjab,ArmedAssault
Punjab,Bombing/Explosion
Karnataka,Bombing/Explosion
Punjab,ArmedAssault
Punjab,Bombing/Explosion
MadhyaPradesh,Assassination
Punjab,Assassination
Punjab,Assassination
Punjab,Assassination
Punjab,Assassination
Punjab,Bombing/Explosion
Punjab,Assassination
Punjab,Bombing/Explosion
Punjab,Assassination
Unknown,ArmedAssault
AndhraPradesh,ArmedAssault
Chandigarh,Assassination
Chandigarh,Assassination
Punjab,ArmedAssault
Punjab,Assassination
Karnataka,Assassination
JammuandKashmir,Bombing/Explosion
Maharashtra,Bombing/Explosion
Manipur,ArmedAssault
Uttaranchal,Assassination
Uttaranchal,HostageTaking(Kidnapping)
Assam,Assassination
Punjab,Assassination
Unknown,ArmedAssault
Assam,ArmedAssault
Punjab,Assassination
Punjab,Bombing/Explosion
Assam,Bombing/Explosion
Assam,Bombing/Explosion
Assam,Assassination
Assam,UnArmedAssault
Unknown,Bombing/Explosion
Assam,Assassination
Assam,Unknown
Assam,Unknown
Assam,Unknown
Punjab,Assassination
Punjab,Assassination
Assam,Bombing/Explosion
Punjab,Assassination
Punjab,Assassination
WestBengal,ArmedAssault
Punjab,ArmedAssault
Punjab,ArmedAssault
Punjab,Assassination
Assam,Bombing/Explosion
Assam,Bombing/Explosion
Haryana,ArmedAssault
Punjab,Assassination
Assam,Bombing/Explosion
Assam,Bombing/Explosion
Assam,ArmedAssault
Unknown,Bombing/Explosion
Assam,ArmedAssault
JammuandKashmir,Bombing/Explosion
Assam,Bombing/Explosion
Maharashtra,Assassination
Punjab,Assassination
Punjab,Assassination
Orissa,Assassination
Punjab,Assassination
Assam,Bombing/Explosion
Punjab,Bombing/Explosion
Punjab,ArmedAssault
Punjab,ArmedAssault
Punjab,ArmedAssault
JammuandKashmir,Bombing/Explosion
Punjab,ArmedAssault
Punjab,Assassination
Punjab,Bombing/Explosion
Punjab,ArmedAssault
Unknown,Assassination
Punjab,Assassination
Haryana,ArmedAssault
Punjab,Assassination
Punjab,Assassination
Maharashtra,ArmedAssault
JammuandKashmir,ArmedAssault
JammuandKashmir,ArmedAssault
JammuandKashmir,Bombing/Explosion
JammuandKashmir,Bombing/Explosion
